title,authors,abstract,item_type,year,url,ecosystem_Marine_similarity,ecosystem_Freshwater_similarity,ecosystem_Terrestrial_similarity,ecosystem,ecosystem_confidence,taxa_Bacteria_similarity,taxa_Archaea_similarity,taxa_Protozoa_similarity,taxa_Chromista_similarity,taxa_Plantae_similarity,taxa_Fungi_similarity,taxa_Animalia_similarity,taxa,taxa_confidence,method_Measurement_similarity,method_Inferential_similarity,method,method_confidence
Increasing data accessibility in multi-sensor airborne campaigns: Lessons from BioSCape,Philip Brodrick; Erin Lee Hestir; Drew Meyers; Adam Wilson; Jasper Slingsby; Anabelle Cardoso,"The Biodiversity Survey of the Cape (BioSCape) campaign was an airborne and field campaign focused on understanding the structure, function, and composition of biodiversity. BioSCape’s airborne data were collected across terrestrial and aquatic ecosystems in South Africa in late 2023. Airborne data were acquired via four sensors on two aircraft: PRISM (visible to near infrared wavelengths) and AVIRIS-NG (visible to shortwave infrared wavelengths) on a Gulfstream III and HyTES (thermal infrared wavelengths) and LVIS (full waveform lidar) on a Gulfstream V. Measurements from each of these instruments are independently useful for understanding ecosystems, but together, and combined with detailed field measurements, they have immense potential to expand our understanding of what drives biodiversity patterns and processes.
Coupling data from multiple airborne data requires careful data integration - even more so when the intent is to explicitly link to field observations. Here, we present BioSCape’s efforts to harmonize data from four sensors to produce a first-of-a-kind analysis-ready dataset that can easily be integrated with field data to maximize overall scientific impact by lowering barriers to using the data. Specifically, we will present our multi-sensor common-gridded mosaiced data product from the campaign and discuss the methods used to create this and the benefits of this approach. We also discuss the open-access real-time GIS portal that underpinned flight planning and quick data access: the BioSCape Data Portal, supported by NASA’s Multi-Mission Geographic Information System (MMGIS). This level of data harmonization and commitment to Open Science is somewhat novel for an airborne campaign, and we hope to present BioSCape as a case study for improving FAIR data standards in airborne science in the future.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1745931,0.3377713,0.31594768,0.40217054,Terrestrial,0.06439924,0.21755598,0.26227725,0.21853152,0.20353867,0.29933667,0.10857906,0.31139034,Mixed,0.0120536685,0.32744327,0.17736608,Measurement,0.1500772
Imaging Spectroscopy Reveals Global Variation in Leaf-Economics Trait Relationships,Philip A. Townsend; Ewa A. Czyz; Benjamin Dechant; Henry Frye; Kyle R. Kovach; Helene C. Muller-Landau; Prabu Ravindran; Ethan Shafron; Jasper Slingsby; Ting Zheng; Sarah Graves,"Imaging spectroscopy (IS) provides a new capacity to characterize foliar functional traits across Earth’s biomes. At present, global scale analyses of in-situ trait databases show relatively repeatable patterns of leaf economics traits, with a primary axis describing acquisitive vs conservative leaf strategies. Analyses of second and third axes yield less generalizable results attributable to both ecological and evolutionary drivers and data limitations. As well, most analyses impute missing data for infrequently measured traits and use species-level averages, thus missing within-species or among-year variation. Trait data from IS enables broad spatial coverage of a common set of traits estimated concurrently using consistent methods, that – while lacking species identities – captures within and between biome variation not feasible from field observations.

We present an analysis of IS-derived traits retrieved from acquisitions covering the Arctic to the tropics. Using PCA, both global and biome-specific analyses confirm the dominant axis to be the leaf economics spectrum from high nutrient concentrations (nitrogen and phosphorus) to high leaf mass per area (LMA). Secondary axes are more complicated to interpret, with the global dataset generally showing trade-offs between water content or sometimes pigments and leaf carbon content and related constituents. Using remote sensing to characterize leaf foliar traits, we find that the first two PCA axes generally only capture 30-60% of variation in the trait estimates, further emphasizing the potential for remote sensing to disentangle local and global tradeoffs in foliar resource allocation.

At the individual biome level, the leaf economics axes vary among biomes, with leaf defense strategies forming the secondary PCA axis in many dry seasonal biomes, while other biomes (e.g., tropics) exhibit multiple dimensions related to nutrients. Additional traits such as nonstructural carbohydrates form important axes of variation but can be correlated with or orthogonal to nutrient or defense axes, as well as being variable through time. Ultimately, foliar traits derived from imaging spectroscopy provide the opportunity to identify similarities and differences among biomes, which can serve as a basis for hypothesis testing using in-situ measurements.",presentation,2025,https://agu.confex.com/agu/agu25/meetingapp.cgi/Paper/1976252,0.25921425,0.25635752,0.38284257,Terrestrial,0.12362832,0.14553794,0.23492002,0.14779675,0.21523768,0.4200332,0.22131439,0.25140616,Plantae,0.16862702,0.18975542,0.14264742,Mixed,0.04710801
"How well can we measure plant taxonomic, phylogenetic, and functional beta-diversity using remote sensing?",Xin Chen; Matt Fitzpatrick; Andrew Elmore; Daniel Spalink; John Measey; Nicola van Wilgen; Suzaan Kritzinger-Klopper; Andrew Turner; Zishan Ebrahim,"The Biodiversity Survey of the Cape (BioSCape) combines field sampling and airborne remote sensing in the Greater Cape Floristic Region (GCFR) of Southern Africa to test the potential of remote sensing to quantify biodiversity across large regions. While many studies have focused on relationships between alpha diversity and spectral diversity, little is known about how different remote sensing platforms can measure different dimensions of beta diversity - which better represents spatial variation in species composition than alpha diversity. To fill this gap, we assessed how well taxonomic, functional, and phylogenetic beta diversity can be modeled using hyperspectral and lidar data and the relative strength of these measurements in explaining different dimensions of beta diversity. While BioSCape data are being processed, we explored these questions using mature NEON datasets. We calculated taxonomic, functional, and phylogenetic beta diversity for 1,333 plant species in 1,756 plots across the eastern United States and derived 21 predictors from lidar data and 18 predictors from hyperspectral data. We fit models to each dimension of beta diversity using generalized dissimilarity modeling and assessed the relative contribution between lidar and hyperspectral predictors using variance partitioning and variable importance using permutation tests. Contrary to our expectations, deviance explained was greatest for taxonomic beta diversity (32.7%), intermediate for phylogenetic beta diversity (21.2%), and least for functional beta diversity (20.1%). Variance partitioning showed that although we found that hyperspectral consistently outperformed lidar in predicting the three dimensions of beta diversity, these different observation types contributed largely unique information, with redundancy reaching a maximum of only 10.4% for taxonomic beta diversity and a minimum of 4.2% for functional beta diversity. Our results demonstrate the ability and relative strength of hyperspectral and lidar data to predict taxonomic, phylogenetic, and functional beta diversity across large spatial scales. The modeling framework will enhance mapping different axes of beta biodiversity in GCFR featured by high levels of plant species turnover.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1654712,0.34916323,0.2791374,0.45765507,Terrestrial,0.10849184,0.25951123,0.32522193,0.20750868,0.2749831,0.39961624,0.22689049,0.28180468,Plantae,0.074394315,0.1793035,0.16677268,Mixed,0.012530819
Functional Process Zone Delineation for Riverine Biodiversity Assessment: QGIS Plugin Development and Case Studies across Two Continents,Jacob Nesslage; Erin Lee Hestir; Matthew W. Rossi; Rachel Meyer; E. Natasha Stavros,"The concept of ‘functional process zones’ – hydrogeomorphic units of organization at valley-to-reach scales along river networks – is a useful framework for riverine biodiversity assessment. Functional process zones, defined by hydro-climatic patterns, geology, and channel and valley morphology occurring at nested, hierarchical scales, may capture how hydrogeomorphic patchiness contributes to diversity along rivers that are not well explained by continuum-related processes (e.g,. the River Continuum Concept). Yet, adoption of functional process zones for riverine applications has been limited by out of date, unsupported, or defunct spatial modeling tools (e.g., RESonate in ArcMap) and the lack of other open-source tools for derivation of the parameters needed to classify river networks into functional process zones. To this end, we developed an open-source plugin for QGIS, OpenRES, to enable automated extraction and analysis for classification of user-defined river segments into functional process zones from remote sensing datasets. The QGIS plugin enables users to automate extraction of mean annual rainfall, elevation, geology, left and right valley side slopes, down valley slope, valley width, valley floor width, and sinuosity for user-defined segments along the stream network. In addition, the plugin provides tools for unsupervised hierarchical clustering and visualization of the stream network to enable users to derive functional process zones within QGIS. The QGIS plugin and methodology developed herein is tested to assess the influence of functional process zones in juxtaposition to other spatial drivers on riverine biodiversity across two continents. Historical surveys of fish and macroinvertebrate diversity, as well as recent acquisitions of environmental DNA from soils, sediments, and water, are used to assess the spatial patterning of diversity in response to functional process zones along the Russian River watershed in California, USA, as well as the Berg and Eerste River watersheds of South Africa’s Western Cape. These efforts support research conducted by the Biodiversity across Scales team in South Africa as part of NASA’s BioSCape project, as well as California’s eDNA biodiversity surveys.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1658129,0.3679219,0.47960186,0.3403038,Freshwater,0.11167997,0.20948645,0.19197637,0.1850336,0.16310453,0.19908106,0.16712667,0.2367836,Mixed,0.02729714,0.21297796,0.23553132,Mixed,0.022553355
Facility Instruments in the Context of Field Campaigns,Yaxing Wei; Michele Thornton; Scott Pearson; Bruce Wilson,"The NASA Airborne Science Program within the Earth Science Division is responsible for providing aircraft systems that further science and advance the use of satellite data. These aircraft systems, often called facility instruments, provide large remote sensing systems that support multiple science disciplines and a variety of NASA science objectives. These facility instruments and the systems that produce and provide standard levels of data products are made available to the wider NASA science community via a flight request process. Often, one or many concurrent facility instruments are employed to support the objectives of NASA-funded Earth science campaigns. The ORNL DAAC is the official archive for several facility instruments including the suite of AVIRIS (Airborne Visible/Infrared Image Spectrometer) instruments; AVIRIS-Classic, AVIRIS-Next Generation, and AVIRIS-3, as well as the MASTER (MODIS/ASTER Airborne Simulator). Other NASA DAACs are the official archive for other facility instruments.
Here we describe the use of facility instruments in the context of field campaigns and how these instruments are leveraged to address earth observation campaigns in the NASA Terrestrial Ecology and Biodiversity Programs using the NASA-funded ABoVE (Arctic-Boreal Vulnerability Experiment) and BioSCape (Biodiversity Survey of the Cape) Campaigns as examples. Each of these campaigns flew multiple, at times concurrent, facility instruments. Within each of these example campaigns, we will show how airborne facility instruments provide high resolution VSWIR and TIR image spectroscopy, radar, and laser altimeter measurements and how these data supported their campaign science objectives. We also examine how these facility instruments ultimately inform and support the development of orbital Earth Observing instrument development.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1752214,0.24076772,0.24124952,0.3546654,Terrestrial,0.11341588,0.20848256,0.21553044,0.09363981,0.12169058,0.25522968,0.08143074,0.23521551,Mixed,0.020014167,0.34555236,0.11168711,Measurement,0.23386525
eDNA and Canopy Signatures Track Biodiversity Across the Western Cape's Managed and Disturbed Landscapes,Madeline Slimp; Sean Johnson; Jacob Nesslage; Jabulile Malindi; Meghan Hayden; Ayesha Hargey; E. Natasha Stavros; Matthew W. Rossi; Rachel Meyer,"Traditionally, plant community research has relied on field surveys and ground measurements of environmental variables. Modern remote sensing now provides high-resolution global data, detecting plant traits and geochemical features. However, it primarily captures canopy-level information, missing smaller ecosystem components. Combining remotely sensed traits with ground-based biodiversity measurements offers opportunities for large-scale, less labor-intensive studies. Yet, we don't understand how locally measured and remotely sensed diversity metrics relate to each other or which relationships are relevant for monitoring and management.

The BioSCape program is a collaboration between U.S. and South African agencies and institutions. Using the Greater Cape Floristic Region as a study system, the project aims to understand biodiversity organization, function, and importance for ecosystem health and services. Our BioSCape project connects hyperspectral imagery with an emergent method of biodiversity quantification: environmental DNA (eDNA) sampling. The Berg and Eerste Rivers, two watershed systems sharing headwaters and surrounded by diverse land uses including agriculture, wine farms, urban areas, and pristine reserves, were surveyed using airborne data from AVIRIS-ng and PRISM imagers in 2023. 540 eDNA samples were gathered from these river systems, and DNA metabarcoding libraries were built to assess holistic biodiversity across the entire tree of life. We ask 1) Do functional and taxonomic biodiversity relate to each other along these rivers? 2) How does biodiversity organize itself along these rivers? By which dimensions? How does human intervention affect biodiversity? 3) How do invasive plant species affect non-visible biodiversity facets?

We find that taxonomic and functional diversity are related to each other across both river systems. Further, we find that biodiversity, both visible and non-visible, is organized by spectra indicative of plant health, thermal stress, and habitat structure. Invasive plants were found to have an effect on local microbial and fungal biodiversity. This holistic view of the earth has broad applications for restoration monitoring, understanding food webs and communities, and understanding the effects of natural resource management.",presentation,2025,https://agu.confex.com/agu/agu25/meetingapp.cgi/Paper/2005226,0.33703333,0.39316264,0.4597199,Terrestrial,0.06655726,0.22920783,0.28969273,0.19167553,0.23361173,0.3789831,0.1506251,0.26618266,Plantae,0.08929038,0.19236062,0.12746115,Measurement,0.064899474
"Earth Observation for Estuarine Biodiversity Monitoring: Spatial, Temporal, and Spectral Needs",Anthony Campbell; Atticus Stovall; Elhadi Adam; Daniel Jensen; Marc Simard; Temilola Fatoyinbo,"Estuarine biodiversity is often low due to natural stressors such as inundation and salinity. However, estuaries across South Africa have relatively high plant biodiversity and provide critical ecosystem services. Ecosystem extent mapping in these systems is often limited by the remote sensing data spatial, spectral, and temporal resolution resulting in products that exclude meaningful distinctions in habitat across the intertidal zone. The spatial and spectral resolution necessary for mapping tidal marsh ecosystems is a research gap that we seek to address. First, we compare aerial and satellite imaging spectrometer's ability to capture spectral and topographic variability across habitats at a brackish marsh in the Chesapeake Bay, MD, USA. Then we demonstrate an approach for mapping estuarine ecosystems with very high-resolution (3 m) satellite imagery and convolutional neural networks to conduct change analysis in the Greater Cape Floristic Region of South Africa and understand changes to plant functional communities in these ecosystems. We will discuss ecosystem extent change and the effect of water level on mapping in Knysna Estuary, South Africa. Tidal height significantly impacted Normalized Difference Vegetation Index (NDVI) values in the estuary's wetlands (R2=0.18, F(1, 306)=67.9, p<0.001). We discuss the potential of aerial imaging spectrometers, such as AVIRIS-ng, to further improve ecosystem extent mapping in the GCFR. These maps and analyses provide critical information for planning field data collection and algorithm development for imaging spectrometer data. As part of the BioSCape science team, we will endeavor to clarify the relationships between biodiversity, topography, and spectra across the estuaries of the Greater Cape Floristic Region.",presentation,2023,https://agu.confex.com/agu/fm23/meetingapp.cgi/Paper/1338494,0.4581747,0.4671558,0.46452692,Mixed,0.0026288927,0.23502767,0.24427366,0.14780748,0.24589485,0.35587704,0.11596459,0.27595732,Plantae,0.079919726,0.24614643,0.1598493,Measurement,0.086297125
Bringing ‘parachute science’ back to Earth to improve remote sensing of biodiversity for all,Adam Wilson; Erin Hestir; Jasper Slingsby; William W. Turner; Brian Maitner; Anabelle Cardoso; Glenn Moncrieff; Abel Ramoelo; Izak Smit; Amy Frazier; Asha de Vos,"The most important scientific challenges facing us today are global in scope and interdisciplinary in nature.   Understanding and addressing environmental problems such as global climate change and biodiversity loss will require collaboration and trust within and across the international research community.   International research endeavours have the potential to engage scientists from around the world to address these questions and develop innovative solutions.  But, they also have the potential to alienate, discourage, and hinder progress through ‘parachute science’ in which scientists, often from wealthier nations, visit a location, collect data, and publish results with minimal engagement with the local scientists and/or decision-makers.  The growing use of remote sensing has the potential to exacerbate these issues through remote data collection, interpretation, and analysis.  This practice ignores local traditional knowledge and scientific expertise, reinforces existing global inequities, and reduces uptake. By ignoring critical local context and expertise, the ultimate consequences may be reduced impact of science in the local country, and lower quality science.  
Avoiding parachute science has implications not only for international science and collaborations, but also for issues of justice, equity, diversity, and inclusion (JEDI) in the US and more broadly.  Representation of racial and ethnic minorities in the geosciences remains abysmally low. Integrating local and traditional voices and perspectives through collaborative research is one way to challenge global inequities and increase diversity that can be mirrored in our student populations and future workforce. It is important to have these conversations now, as the rate of international research is increasing, particularly within the biodiversity community. A set of best practices is needed to structure projects to maximize meaningful engagement and collaboration (including opportunities for data sharing, co-authorship, reciprocal visits and training). The question is, how do we do this well?
In this workshop, we will discuss the challenges of developing bi- and multilateral international research projects, with a specific focus on avoiding ‘parachute science’ in projects related to remote sensing of the environment and biodiversity. The workshop will kick off with a panel discussion involving individuals that have had experiences with international research projects in the past. Then, using the recently funded NASA BioSCape program (bioscape.io) as an example, we will encourage participants to brainstorm and co-design strategies to enhance scientific engagement. Lastly, we will also discuss potential indicators that assess the integrity of international research projects that participants can use in their own collaborations.",presentation,2021,https://agu.confex.com/agu/fm21/meetingapp.cgi/Session/117613,0.25515348,0.17386483,0.26001754,Mixed,0.004864067,0.20615788,0.19419695,0.09307341,0.10560107,0.2591373,0.10328052,0.20811039,Plantae,0.05102691,0.18421079,0.120334804,Measurement,0.06387599
BioSCape: Lessons on inclusive international collaboration in biodiversity research,Erin Lee Hestir; Adam Wilson; Jasper Slingsby; Anabelle Cardoso; Cherie Janine Forbes; Philip Brodrick,"BioSCape is a biodiversity-focused airborne and field campaign that collected data across terrestrial and aquatic ecosystems in South Africa, with airborne acquisitions taking place in October and November 2023. The largest funder of BioSCape was NASA, a US federal institution, and the majority of research projects withinin the BioSCape Science Team are led by US-affiliated Principal Investigators. However, by design, BioSCape’s Science Team is diverse, with over 150 members, composed of approximately equal representation from South African- and US- affiliated researchers. The Science Team is also diverse in scientific discipline, proximity to end-user, field experience, local knowledge, technical capacity, and culture. However, the large proportion of US funding in BioSCape combined with the data being collected exclusively in South Africa made the campaign vulnerable to parachute science.
Being aware of this risk, BioSCape has made progress towards developing best-practices to prevent parachute science. Here, we will present our successes and lessons learned, focusing on the ways in which BioSCape promoted co-design of the research with end-users in mind and worked towards achieving Open Science, capacity building, and outreach goals. Specifically, we will discuss how co-design enhanced potential for local impact: BioSCape may contribute towards South Africa’s tracking of progress towards the goals and targets set out in the Kunming-Montreal Global Biodiversity Framework (“The Biodiversity Plan”), to which South Africa is a signatory. We also review the ways that BioSCape ensured local expertise was incorporated in the design of both airborne and field components of the campaign, and how ethical and inclusive participation in field work was promoted and fostered across the team. We discuss how BioSCape has worked towards making all data products Findable, Accessible, Interoperable, and Reusable (FAIR), especially for South African users. Finally, we share some lessons learned and ways that future international collaborations can improve upon what BioSCape achieved.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1684523,0.28298867,0.23177502,0.3091273,Mixed,0.026138633,0.25093076,0.2650253,0.2209557,0.16944759,0.2507247,0.13559711,0.32140645,Animalia,0.056381166,0.16117543,0.1047949,Measurement,0.056380533
BioSCape: Closing the gap for global biodiversity measurements with remote sensing.,Anabelle Cardoso; Adam Wilson; Erin Lee Hestir; Jasper Slingsby; Cherie Janine Forbes; Philip Brodrick,"Global biodiversity is at risk and protecting ecosystems requires accessible, reliable biodiversity data products. Creating large-scale biodiversity data products is challenging - biodiversity is complex and idiosyncratic and a one-size-fits-all approach is usually inappropriate. Recent technological advancements have expanded the suite of tools available for field biodiversity surveys, however gaps in field data persist. Next-generation remote sensing approaches, including imaging spectroscopy and LiDAR, when integrated with field data, can help fill these gaps to create scalable biodiversity data products. Despite the potential of integrated field and remote sensing datasets for global biodiversity conservation, techniques are still in development, and their limitations are poorly understood. BioSCape aims to advance remote sensing of biodiversity by integrating field, airborne, satellite, and modeled datasets and then use these to better understand where biodiversity is, how it functions, and how it might change in the future to inform conservation efforts.
Here we present the Biodiversity Survey of the Cape (BioSCape), NASA’s first biodiversity-focused airborne and field campaign taking place in South Africa. We introduce BioSCape’s Open Access airborne data sets, which include 45,000km2 of contemporaneous measurements from six instruments aboard three aircraft collected in October and November 2023. Hyperspectral measurements covering ultraviolet and visible to near-, shortwave- and thermal infrared regions were collected by NASA’s PRISM, AVIRIS-NG and HyTES instruments, while LVIS collected full-waveform LiDAR measurements. Additional discrete return LiDAR and high resolution colour-infrared photography were collected by the SAEON Airborne Remote Sensing Platform. The addition of a wide range of coincident field measurements, from vegetation and phytoplankton community data to acoustic and environmental DNA sampling, and structural information from airborne and terrestrial LiDAR data make BioSCape’s dataset unprecedented and give it immense potential to impact the field of remote sensing of biodiversity. In this presentation, we also present opportunities to engage with BioSCape and plans for the coming year.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1634338,0.32095283,0.286426,0.39247096,Terrestrial,0.07151812,0.22153765,0.2592532,0.20700508,0.15121466,0.2992904,0.114168346,0.2817217,Mixed,0.017568678,0.2881145,0.11960749,Measurement,0.168507
BIOSCape - Mapping of phytoplankton functional types from space in support of coastal resource management and decision support activities,Jinghui Wu; Joaquim I. Goes; Helga R. Gomes; Thomas G. Bornman; Grant Pitcher; Charles Kovach; Kyle Turner; Maria Tzortziou,"Sheltered bays along South Africa's coastline are highly productive and its phytoplankton communities extraordinarily biodiverse. This biodiversity of organisms at the bottom of the food chain, vital for fisheries, tourism, and biodiversity, is facing increasing threats from climate change, especially extreme temperatures, hypoxia etc that are favoring outbreaks of Harmful Algal Blooms (HABs). Monitoring these detrimental changes, critical for stakeholders, remains challenging due to the ecological complexity and varying environmental conditions. As part of our BioSCAPE study, we developed a hyperspectral radiometric method that is based on the Multi-pigment inversion model (MuPI), to map the spatial distribution of phytoplankton functional types (PFTs) across environmental gradients within three ecologically distinct and socio-economically vital bays, i.e. St. Helena, Walker and Algoa. MuPI takes advantage of the unique hyperspectral remote sensing reflectance (Rrs) signals arising from phytoplankton pigment variability to detect specific PFTs. Field data, that includes optical, microscopic, phytoplankton pigment, and e-DNA data collected during the BioSCape campaign (Oct.-Nov. 2023), were used disentangle phytoplankton Rrs signatures from other seawater components like minerals and organic matter. The residual Rrs signals were then analyzed to detect different pigments, allowing discrimination of specific PFTs. MuPI was then applied to hyperspectral AVIRIS-NG and PRISM sesnors that were flown during the BIOSCape field campaign. Initial results show diatom dominance in Algoa Bay and a higher prominence of dinoflagellates in St. Helena Bay, which is consistent with the in-situ observations. Additionally, blooms of Mesodinium sp. in St. Helena Bay and Red Noctiluca scintillans in Walker Bay were captured and modeled. The model was also extended to other satellite data (Landsat OLI, Sentinel-3 OLCI, and PACE) to generate satellite maps of PFTs with associated uncertainties. These satellite maps will enhance understanding of biodiversity distribution and abundance along South Africa's coast, shedding light on the feedbacks between global change, biodiversity shifts, and ecosystem services.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1711634,0.45735797,0.30708772,0.2516091,Marine,0.15027025,0.2867829,0.24368167,0.23054324,0.3779496,0.26207018,0.16310158,0.23157342,Chromista,0.091166705,0.15705566,0.20058803,Mixed,0.04353237
Biodiversity Survey of the Cape ( BioSCape ),Adam Wilson; Erin L. Hestir; William W. Turner; Henry Frye; Jasper Slingsby; Corey Merow; Keith Gaddis; Amy Frazier; Efthymios Ioannis Nikolopoulos,"A recent report from the Intergovernmental Science-Policy Platform on Biodiversity and Ecosystem Services is clear: with over a million species threatened with extinction, we are at a tipping point for biodiversity. Biodiversity loss is both a symptom and a driver of global change. Thus, detecting, understanding, and forecasting biodiversity are vital for combating contemporary loss and preventing future extinctions. This ability is especially needed within regions characterized as hotspots for biodiversity and environmental vulnerability. Mediterranean-type climate regions have already experienced significant climatic change, and climate models predict these trends will continue. In South Africa's Greater Cape Floristic Region (GCFR), the challenge is compounded by ecological feedbacks between hydrology, fire, and pressures from human populations. The GCFR has the richest temperate flora and the third-highest marine endemism in the world, containing two Global Biodiversity Hotspots, and has already experienced climate-driven changes in biodiversity. We introduce a field campaign under development with NASA that is focused on biodiversity and ecosystem forecasting in the GCFR. The campaign is organized around three major themes aimed at understanding: 1) the distribution and abundance of biodiversity, 2) the role of biodiversity in ecosystem function, and 3) the impacts of biodiversity change on ecosystem services. This focus represents an important paradigm shift from previous NASA field campaigns, which were primarily biogeochemical, toward an approach for measuring and understanding functional, phylogenetic, and taxonomic biological diversity as key components of ecosystem function. The field campaign includes collection of new hyperspectral imagery from AVIRIS-NG, PRISM, and HyTES spectrometers combined with the LVIS laser altimeter aboard the NASA GIII and GV aircraft. The field campaign is designed to improve our understanding of the drivers and mechanisms of ecological change, feedbacks between biodiversity and regional climate variability, anthropogenic and natural disturbance, post-fire recovery, freshwater provisioning, and other ecosystem services.",presentation,2020,https://agu.confex.com/agu/fm20/meetingapp.cgi/Paper/672592,0.394095,0.32372785,0.38012868,Mixed,0.013966322,0.25879002,0.3663908,0.1894334,0.19816132,0.31060782,0.16574726,0.2720366,Archaea,0.055782974,0.08990369,0.084238544,Mixed,0.005665146
Balancing Big Data and Privacy: Sharing Biodiversity Insights from eDNA and Remote Sensing across Scales,Madeline Slimp; E. Natasha Stavros; Meghan Hayden; Sean Johnson; Jacob Nesslage; Ayesha Hargey; Jabulile Malindi; Melissa Lintaar-Strauss; Anabelle Cardoso; Cherie Janine Forbes; Matthew W. Rossi; Rachel Meyer,"Integrating satellite imagery with emerging biodiversity metrics presents a challenging opportunity to advance our understanding of ecological patterns and processes. The BioSCape program aims to generate an understanding of where biodiversity is in the Western Cape of South Africa, what its function is, and why it matters for ecosystem health and services. Our BioSCape project ‘Biodiversity across Scales: Mapping Taxonomic, Phylogenetic, and Functional Diversity with eDNA, Field Surveys, and Remote Sensing Data’ forges a connection between hyperspectral imagery and another emergent method of biodiversity quantification: environmental DNA (eDNA) sampling. Our project deliverables include functional, phylogenetic, and taxonomic biodiversity maps, which inform tributary- to watershed-wide management processes. Land managers, farmers, and private business owners, while seeing value in large-scale results, are interested in data that pertains to their land. Site-specific species lists and biodiversity metrics help assess water and land health concerning the broader system but can contain sensitive data (e.g., poaching risk and/or rare species, indicators of human impact) that must be handled respecting the rights and permissions of the sample providers, and be carefully shared by project leaders.
To meet the data-sharing needs of this project, we reviewed and are incorporating lessons learned and policies from other scientific fields, like the Nagoya Protocol and the Native BioData Consortium, to meet data-sharing compliance with ethical sensitivity. We are guiding the buildout of web tools for sharing eDNA data on eDNA Explorer and, eventually, GBIF and NCBI. We are communicating early mapping results to land managers who provided samples and are doing analyses following their requests. Continual assessment of end-user wants and needs and providing education about accessing and interpreting these data types is critical for uptake. We also find it helpful to deliver results via an intuitive interactive platform for viewing, annotating, and retrieving data where managers can grant access to the data they regulate while seeing the benefits of sharing.",presentation,2024,https://agu.confex.com/agu/agu24/meetingapp.cgi/Paper/1742912,0.33286074,0.35839328,0.36928338,Mixed,0.010890096,0.24612042,0.27257696,0.16934612,0.19596997,0.28328627,0.14518097,0.31038493,Mixed,0.027098656,0.19504255,0.16934687,Mixed,0.025695682
Airborne and In Situ Campaigns Cover the Earth's Climate and Floristic Variation,David Schimel; Andres Baresch; Natalia Leonor Quinteros Casaverde; Yoseline Angel; Ewa A. Czyz; Erika Podest; Philip A. Townsend; K. Dana Chadwick; Kimberley Rain Miner; Shawn Serbin; Tristan Goulden; Jasper Slingsby; Ting Zheng; Henry Frye; Kyle R. Kovach; Samantha R. Weintraub-Leff; Venkata Shashank Konduri; Anabelle Cardoso; Adam M. Wilson; Kerry Cawse-Nicholson; Scott J. Goetz; Charles E. Miller; K. Fred Huemmrich; Peter C. Griffith; Philip Brodrick; Christiana Ade; John Chapman; Robert O. Green; Ryan Pavlick; William W. Turner; Michael E. Schaepman; Andreas Hueni; Michael Rast; Marco Celesti; Bimal Kumar Bhattacharya,"Imaging spectroscopy from space offers a new way to study variation in the Earth's vegetation at pixel to global scales. Despite missions providing global access, retrievals are in part system-specific. The variability of vegetation phenology, leaf anatomy, chemical composition and canopy architecture means that models that relate spectral reflectance to plant characteristics requires system-specific calibration. Capturing calibration requires consistent procedures and models sensitive to local conditions. Calibration campaigns have been conducted since the early 1990s but is only recently that these projects are being conducted contemporaneously with spaceborne data, using semi-standardized methods and reporting openly available data. We analyze geographic, climatic, floristic and phylogenetic coverage of the Earth’s biomes. This session will review NASA and NSF-sponsored campaigns with talks on specific projects in a range of systems. We analyze coverage of a series of recent projects assessing progress towards calibrated and validated global retrievals of vegetation attributes. Existing in situ and remote data from recent campaigns span climate zones from tropical to arctic, many of the world’s long-separately evolved floras, and a wide range of physiognomies and functions. Metadata and new data bases allow assessing geographic and biological representativeness of existing data. Data exist for most of the branches of the angiosperm and gymnosperm tree of life, focused on overstory species. Calibrated global or regional models should be able to make credible retrievals of plant traits, functional diversity, and aspects of ecosystem function for the majority of the Earth's vegetated surface. We identify gaps in seasonal coverage and ecosystems with potentially unique characteristics: agricultural systems, Eurasian Boreal forests and tropical island forests, where algorithms should be tested and may need to be tuned. Airborne, field, and lab data are being integrated into a common database, described elsewhere in this session, and will support the community in using new space-based observations for studies of global ecology and biogeography, as well as these in-depth projects having stand-alone scientific value. Authors on this abstract include representatives from all of the campaigns.",presentation,2025,https://agu.confex.com/agu/agu25/meetingapp.cgi/Paper/1866308,0.31143892,0.2946993,0.5305809,Terrestrial,0.21914196,0.2520992,0.34415025,0.18223546,0.30174756,0.5389845,0.23313129,0.27322137,Plantae,0.19483423,0.24175976,0.15605022,Measurement,0.08570954
